"AtcoCode","OperatorRef","NationalCoachCode","Name","NameLang","LongName","LongNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"2400A027010A","","900058827C","Holiday Extras","","Holiday Extras","","U","612626","136186","2006-06-13T00:00:00","2010-08-26T12:11:00",3,"rev"
"2400A027020A","","900058827A","Holiday Extras","","Holiday Extras","","U","612685","136174","2006-06-13T00:00:00","2010-08-26T12:10:00",2,"rev"
"2400A027370A","","900058856C","Red Lion Square","","Red Lion Square","","U","615847","134713","2005-06-24T00:00:00","2014-07-07T10:39:00",4,"rev"
"2400A027450A","","900058876C","The Fountain","","The Fountain","","U","618697","134985","2005-08-03T00:00:00","2007-05-11T16:47:00",1,"rev"
"2400A027510A","","900058307C","War Memorial","","War Memorial","","U","620671","135252","2005-08-26T00:00:00","2007-05-11T15:23:00",1,"rev"
"2400A027530A","","900058307A","War Memorial","","War Memorial","","U","620649","135225","2005-08-26T00:00:00","2007-05-11T15:24:00",1,"rev"
"2400A027590A","","900058876A","The Fountain","","The Fountain","","U","618629","134977","2005-08-03T00:00:00","2014-01-28T11:48:00",2,"rev"
"2400A027680A","","900058856A","Red Lion Square","","Red Lion Square","","U","615822","134678","2005-06-24T00:00:00","2014-07-07T10:40:00",5,"rev"
"2400A028910A","","900058886","Bus Station","","Bus Station","","U","622605","135927","2006-06-13T00:00:00","2014-07-04T15:48:00",6,"rev"
"2400A032260A","","900058177C","Thompsons Bell","","Thompsons Bell","","U","636808","150050","2006-06-13T00:00:00","2014-06-30T12:11:00",3,"rev"
"2400A033500A","","900058126","South Street","","South Street","","U","637748","152498","2006-02-03T00:00:00","2014-01-31T12:15:00",5,"rev"
"2400A039630A","","900058066","New Dover Road Park and Ride Terminal","","New Dover Road Park and Ride Terminal","","U","616500","155976","2006-06-13T00:00:00","2014-07-04T13:26:00",6,"rev"
"2400A039640A","","900058056","Bus Station","","Bus Station","","U","614984","157505","2006-06-13T00:00:00","2009-05-18T09:05:00",3,"rev"
"2400A041930A","","900058337A","The Square","","The Square","","U","630283","169068","2006-06-13T00:00:00","2014-07-07T10:44:00",8,"rev"
"2400A042000A","","900058398C","Bridge Court","","Bridge Court","","U","632295","170049","2006-06-13T00:00:00","2009-03-13T08:52:00",2,"rev"
"2400A042130A","","900058398A","Library","","Library","","U","632345","169739","2006-06-13T00:00:00","2014-01-27T12:40:00",3,"rev"
"2400A042190A","","900058337C","The Square","","The Square","","U","630284","169056","2006-06-13T00:00:00","2014-07-07T10:44:00",5,"rev"
"2400A043730A","","900058316C","Marine Terrace","","Marine Terrace","","U","635068","170723","2006-06-13T00:00:00","2014-07-07T10:45:00",3,"rev"
"2400A043910A","","900058316A","Marine Terrace","","Marine Terrace","","U","635084","170706","2006-06-13T00:00:00","2014-07-07T10:58:00",3,"rev"
"2400A044080A","","900058387C","The Holly Tree","","The Holly Tree","","U","637308","170724","2006-06-13T00:00:00","2014-07-04T13:53:00",4,"rev"
"2400A044370A","","900058346A","The Wheatsheaf","","The Wheatsheaf","","U","637660","170226","2006-06-13T00:00:00","2014-01-27T12:57:00",5,"rev"
"2400A044380A","","900058346C","The Wheatsheaf","","The Wheatsheaf","","U","637641","170218","2006-06-13T00:00:00","2014-01-27T12:57:00",3,"rev"
"2400A044390A","","900058387A","The Holly Tree","","The Holly Tree","","U","637240","170726","2006-06-13T00:00:00","2014-07-04T13:54:00",4,"rev"
"2400A046850A","","900058396A","Railway Bridge","","Railway Bridge","","U","638411","168690","2006-06-13T00:00:00","2009-06-02T11:44:00",4,"rev"
"2400A046860A","","900058396C","Railway Bridge","","Railway Bridge","","U","638388","168748","2006-06-13T00:00:00","2013-10-24T15:55:00",3,"rev"
"2400A046890A","","900058347A","Pierremont Hall","","Pierremont Hall","","U","639368","167895","2006-06-13T00:00:00","2013-12-02T13:28:00",2,"rev"
"2400A047130A","","900058327C","Racing Greyhound","","Racing Greyhound","","U","638804","166292","2003-11-03T00:00:00","2014-01-28T11:02:00",4,"rev"
"2400A047310A","","900058347C","Pierremont Hall","","Pierremont Hall","","U","639394","167878","2006-06-13T00:00:00","2008-01-10T12:40:00",2,"rev"
"2400A047540A","","900058386C","Harbour","","Harbour","","U","638357","164777","2006-06-13T00:00:00","2014-07-07T10:59:00",3,"rev"
"2400A047620A","","900058386A","Harbour","","Harbour","","U","638361","164793","2006-06-13T00:00:00","2014-07-07T11:00:00",3,"rev"
"2400A048910A","","900058236A","Bus Depot","","Bus Depot","","U","617560","168195","2006-06-13T00:00:00","2007-02-27T00:00:00",1,"rev"
"2400A048920A","","900058236C","Bus Depot","","Bus Depot","","U","617588","168215","2006-06-13T00:00:00","2011-03-07T12:39:00",1,"rev"
"2400A070000A","","900058716","Bus Station","","Bus Station","","U","558241","173435","2006-06-13T00:00:00","2013-12-18T15:40:00",5,"rev"
"2400A070180A","","900058136","Pencester Road","","Pencester Road","","U","631925","141728","2006-06-13T00:00:00","2014-07-07T11:03:00",5,"rev"
"2400A071740A","","900058577C","The Chequers","","The Chequers","","U","567594","136166","2006-06-13T00:00:00","2014-10-21T10:41:00",5,"del"
"2400A073630A","","900058586C","Royal Victoria Place","","Royal Victoria Place","","U","558485","139640","2005-11-18T00:00:00","2014-07-04T15:38:00",8,"rev"
"2400A074150A","","900058577A","The Chequers","","The Chequers","","U","567583","136193","2006-06-13T00:00:00","2014-10-21T10:46:00",3,"rev"
"249000000823","","900058766","Hempstead Valley Shopping Centre","","Hempstead Valley Shopping Centre","","U","579343","163347","2006-06-13T00:00:00","2010-11-04T11:35:00",6,"rev"
"250010777","","900073131A","Town Hall","","Town Hall","","U","384693","436533","2006-08-24T00:00:00","2010-05-25T09:06:00",1,"rev"
"25001522","","900010411","Bus Station","","Bus Station","","U","341597","408182","2006-08-24T00:00:00","2014-04-16T10:29:00",4,"rev"
"250020023","","900072141","Bus Station","","Bus Station","","U","343094","464211","2006-08-24T00:00:00","2010-05-06T08:46:00",3,"rev"
"250020023","","900072141A","Bus Station","","Bus Station","","U","343094","464211","2006-08-24T00:00:00","2010-05-06T08:46:00",3,"rev"
"250020301","","900072111","Bus Station","","Bus Station","","U","347680","461898","2006-08-24T00:00:00","2010-05-10T08:37:00",2,"rev"
"250020301","","900072111D","Bus Station","","Bus Station","","U","347680","461898","2006-08-24T00:00:00","2010-05-10T08:37:00",2,"rev"
"250020333","","900073141","Bus Station","","Bus Station","","U","384304","432474","2006-08-24T00:00:00","2013-09-04T09:55:00",4,"rev"
"250020901","","900010220","Bus Station","","Bus Station","","U","358570","417586","2006-08-24T00:00:00","2012-05-21T08:46:00",4,"rev"
"2500386","","900077151C","Clifton Drive North","","Clifton Drive North","","U","330795","431185","2006-08-24T00:00:00","2012-08-16T11:57:00",5,"rev"
"2500403","","900073131C","Town Hall","","Town Hall","","U","384674","436496","2006-08-24T00:00:00","2010-05-25T09:05:00",2,"rev"
"2500436","","900073151","Bus Station","","Bus Station","","U","389158","440075","2006-08-24T00:00:00","2010-06-03T14:41:00",3,"rev"
"2500469","","900073171","Broadway","","Broadway","","U","386109","437780","2006-08-24T00:00:00","2010-06-03T10:30:00",2,"rev"
"2500607","","900077191C","Fairhaven Hotel","","Fairhaven Hotel","","U","334620","427444","2006-08-24T00:00:00","2010-06-17T10:12:00",3,"rev"
"2500608","","900077191A","Methodist Church","","Methodist Church","","U","334544","427506","2006-08-24T00:00:00","2010-05-14T13:02:00",2,"rev"
"2500641","","900077142A","Bath Street","","Bath Street","","U","336728","427041","2006-08-24T00:00:00","2010-05-14T16:00:00",3,"rev"
"2500650","","900077142C","Dicconson Terrace","","Dicconson Terrace","","U","336621","427037","2006-08-24T00:00:00","2010-05-14T16:03:00",5,"rev"
"2500808","","900072051C","New Street","","New Street","","U","349803","470455","2006-08-24T00:00:00","2011-02-11T14:00:00",3,"rev"
"2500829","","900072101","Crossroads","","Crossroads","","U","348368","455420","2006-08-24T00:00:00","2010-05-10T09:53:00",2,"rev"
"2500918","","900072121","University Underpass","","University Underpass","","U","348620","457421","2006-08-24T00:00:00","2010-05-10T09:09:00",3,"rev"
"2500B0251","","900077171A","Beach Road","","Beach Road","","U","331708","429152","2006-08-24T00:00:00","2010-05-14T14:45:00",3,"rev"
"2500B0289","","900077171C","Beach Road","","Beach Road","","U","331720","429106","2006-08-24T00:00:00","2010-09-22T11:44:00",4,"rev"
"2500B0296","","900077151A","Clifton Drive North","","Clifton Drive North","","U","330745","431293","2006-08-24T00:00:00","2010-09-22T08:23:00",4,"rev"
"2500DCL2055","","900072041A","St Michaels Lane","","St Michaels Lane","","U","348260","467932","2006-08-24T00:00:00","2010-05-06T11:58:00",2,"rev"
"2500DCL2058","","900072051A","New Street","","New Street","","U","349816","470448","2006-08-24T00:00:00","2011-02-11T13:59:00",3,"rev"
"2500DCL3100","","900072111B","Chapel Street","","Chapel Street","","U","347734","461943","2006-08-24T00:00:00","2012-12-06T14:04:00",2,"rev"
"2500IMG2072","","900073111","Bus Station","","Bus Station","","U","376152","428613","2006-08-24T00:00:00","2010-06-14T11:40:00",2,"rev"
"2500JB28","","900077061","Bus Station","","Bus Station","","U","354223","429618","2006-08-24T00:00:00","2006-08-24T00:00:00",0,"new"
"2500LA00099","","900077021C","War Memorial","","War Memorial","","U","343068","429121","2006-08-24T00:00:00","2010-05-14T16:24:00",2,"rev"
"2500LA00100","","900077021A","Blackfield Road","","Blackfield Road","","U","342697","428950","2006-08-24T00:00:00","2010-05-14T16:23:00",2,"rev"
"2500LA00108","","900077081A","Church Road","","Church Road","","U","341246","428594","2006-08-24T00:00:00","2013-02-26T15:31:00",3,"rev"
"2500LA00109","","900077081C","Church Road","","Church Road","","U","341135","428529","2006-08-24T00:00:00","2013-02-26T15:31:00",3,"rev"
"2500LA00261","","900072041C","St Michaels Lane","","St Michaels Lane","","U","348231","467877","2006-08-24T00:00:00","2010-05-06T11:57:00",2,"rev"
"2580BLA0143","","900073021","Coach Stop C3","","Coach Stop C3","","U","368506","428269","2013-08-21T09:28:00","2014-02-14T09:31:00",3,"rev"
"2580DAW0104","","900073061A","Town Centre","","Town Centre","","U","369281","422199","2006-08-24T00:00:00","2009-03-11T15:00:00",2,"rev"
"2580DAW0106","","900073061C","Town Centre","","Town Centre","","U","369218","422234","2006-08-24T00:00:00","2009-03-11T15:00:00",3,"rev"
"2590BTA01287","","900077131","National Express Coach Facility","","National Express Coach Facility","","U","330781","435758","2010-09-21T11:17:00","2010-09-21T11:17:00",0,"new"
"260007213","","900035474A","The Rushes","","The Rushes","","U","453426","319844","2002-12-10T00:00:00","2014-09-11T13:43:05",6,"rev"
"260007227","","900035474C","Southfields Park","","Southfields Park","","U","453931","319328","2002-12-10T00:00:00","2011-11-25T11:42:54",4,"rev"
"260013205","","900032014","Market Street","","Market Street","","U","435788","316732","2002-12-10T00:00:00","2011-06-02T12:13:03",7,"rev"
"260013986","","900035334C","Memorial Square","","Memorial Square","","U","442255","314400","2002-12-10T00:00:00","2013-02-26T10:37:20",4,"rev"
"260014078","","900035334A","Memorial Square","","Memorial Square","","U","442321","314425","2001-12-14T00:00:00","2009-01-29T00:00:00",2,"rev"
"260014407","","900035044A","Church","","Church","","U","448769","326674","2002-12-10T00:00:00","2013-05-07T10:10:49",5,"rev"
"260014408","","900035044C","Church","","Church","","U","448740","326664","2002-12-10T00:00:00","2013-05-07T10:12:12",5,"rev"
"260018563","","900027114","Coach Park","","Coach Park","","U","445442","325632","2004-05-10T00:00:00","2014-01-10T10:48:17",8,"rev"
"260020307","","900098140","The Old Greyhound","","The Old Greyhound","","U","465564","297485","2002-12-10T00:00:00","2012-02-03T14:20:43",6,"rev"
"260022616","","900035284A","Market Hall","","Market Hall","","U","473528","287067","2002-12-10T00:00:00","2010-08-06T00:00:00",4,"rev"
"260022617","","900035284C","Springfield Street","","Springfield Street","","U","473524","287003","2002-12-10T00:00:00","2013-03-14T11:58:18",5,"rev"
"269030080","","900035064","St Margaret's Bus Station","","St Margaret's Bus Station","","U","458694","304978","2002-12-10T00:00:00","2011-02-15T00:00:00",1,"rev"
"269034049","","900098056","Station Street","","Station Street","","U","459241","304085","2002-12-10T00:00:00","2012-08-06T14:46:03",4,"rev"
"269046004","","900035005A","Rowley Fields Avenue","","Rowley Fields Avenue","","U","456703","302181","2002-12-10T00:00:00","2012-08-06T14:31:16",3,"rev"
"269046006","","900035005C","Sturgess Showroom","","Sturgess Showroom","","U","456623","302122","2002-12-10T00:00:00","2013-06-28T10:59:46",6,"rev"
"270000007634","","900030074A","Station Road","","Station Road","","U","493795","366507","2004-11-11T00:00:00","2010-06-23T10:53:06",3,"rev"
"270000007635","","900030074C","Station Road","","Station Road","","U","493928","366622","2005-04-19T00:00:00","2009-03-16T14:43:36",4,"rev"
"270000008125","","900031394A","Library","","Library","","U","552117","381844","2006-06-23T00:00:00","2006-08-31T11:09:11",1,"rev"
"270000008135","","900031384A","Parish Hall","","Parish Hall","","U","551341","376552","2005-05-18T00:00:00","2006-11-07T14:23:31",2,"rev"
"270000008230","","900031103A","Market Place","","Market Place","","U","549809","358930","2005-05-23T00:00:00","2008-11-06T10:47:01",2,"rev"
"270000008231","","900031103C","Railway Station","","Railway Station","","U","549688","358709","2003-03-06T00:00:00","2009-01-16T11:46:28",6,"rev"
"270000008330","","900031289A","War Memorial","","War Memorial","","U","522585","358288","2003-04-17T00:00:00","2011-06-21T10:16:24",3,"rev"
"270000008334","","900030002A","St Peter's Church","","St Peter's Church","","U","519743","363247","2003-03-06T00:00:00","2009-06-18T11:08:25",2,"rev"
"270000008397","","900031281A","River Lane","","River Lane","","U","511500","350506","2005-11-17T00:00:00","2010-07-08T11:58:13",2,"rev"
"270000008947","","900031006C","Robin Hood PH","","Robin Hood PH","","U","508805","330501","2005-11-17T00:00:00","2008-10-31T14:37:32",2,"rev"
"270000008960","","900031207","Town Hall","","Town Hall","","U","509599","320189","2003-03-06T00:00:00","2010-07-27T13:07:17",3,"rev"
"270000008974","","900031009A","Horseshoe Inn","","Horseshoe Inn","","U","505655","342907","2005-09-23T00:00:00","2010-05-05T11:48:57",2,"rev"
"270000009047","","900031000","The Bull Inn","","The Bull Inn","","U","524210","325932","2005-05-17T00:00:00","2007-08-24T14:49:37",2,"rev"
"270000009141","","900031544","Bus Station","","Bus Station","","U","524597","322980","2005-11-07T00:00:00","2010-07-22T08:19:58",2,"rev"
"270000009526","","900031266A","Red Cross Shop","","Red Cross Shop","","U","513812","310044","2005-05-17T00:00:00","2009-02-13T08:57:59",4,"rev"
"270000009527","","900031266C","Red Cross Shop","","Red Cross Shop","","U","513811","310017","2005-05-17T00:00:00","2009-02-13T08:57:59",4,"rev"
"270002700030","","900031285A","Coach & Horses PH","","Coach & Horses PH","","U","515721","354814","2005-11-17T00:00:00","2010-04-09T10:55:25",1,"rev"
"270002700031","","900031285B","Coach & Horses PH","","Coach & Horses PH","","U","515714","354822","2005-11-17T00:00:00","2010-04-09T10:55:16",1,"rev"
"270002700236","","900030044","City Bus Station","","City Bus Station","","U","497727","371004","2005-06-21T00:00:00","2011-09-05T08:05:40",5,"rev"
"270002700319","","900030484A","Granby Inn","","Granby Inn","","U","528611","398375","2004-06-21T00:00:00","2009-10-07T12:34:45",2,"rev"
"270002700320","","900030484C","Granby Inn","","Granby Inn","","U","528600","398371","2004-06-21T00:00:00","2009-10-07T12:35:29",2,"rev"
"270002700338","","900031287B","Cromwell Place","","Cromwell Place","","U","521628","358072","2004-07-01T00:00:00","2011-06-27T14:53:27",3,"rev"
"270002700913","","900030474A","Nisa Star Supermarket","","Nisa Star Supermarket","","U","528535","402853","2006-01-26T00:00:00","2011-06-28T13:38:32",3,"rev"
"270002700914","","900030474C","Nisa Star Supermarket","","Nisa Star Supermarket","","U","528546","402863","2006-01-26T00:00:00","2011-06-28T13:38:46",3,"rev"
"2700LAMC5396","","900031281B","River Lane","","River Lane","","U","511404","350440","2005-11-17T00:00:00","2010-07-08T11:57:51",3,"rev"
"2700LARH4738","","900031006A","Robin Hood PH","","Robin Hood PH","","U","508816","330503","2005-11-17T00:00:00","2008-10-31T14:37:37",2,"rev"
"2700LBBS2499","","900031614","Bus Station","","Bus Station","","U","532426","343955","2005-11-17T00:00:00","2009-03-06T11:34:48",3,"rev"
"2700LCSL2708","","900031424","Bus Station","","Bus Station","","U","556068","372266","2005-05-17T00:00:00","2010-06-04T15:09:30",1,"rev"
"2700LCWM5394","","900031289B","War Memorial","","War Memorial","","U","522597","358319","2003-03-06T00:00:00","2011-06-21T10:31:45",3,"rev"
"2700LFMP2949","","900031007","Market Place","","Market Place","","U","507237","333669","2005-05-18T00:00:00","2008-11-11T13:34:33",2,"rev"
"2700LGBS2719","","900031074","Bus Station","","Bus Station","","U","491413","335554","2005-05-17T00:00:00","2009-12-11T11:06:31",6,"rev"
